           1  -7739.88818       11.9541788       4.32167295E-03   29.4160862       3634.02490       1.79998207       106.189980       3.00050735       125.864326    
           2  -7733.49365       11.9555550       2.78041443E-06   29.4767494       3666.53857       1.79119444       106.511520       3.01155424       127.115997    
           3  -7727.75391       11.9752331       1.81149482E-03   29.4921322       3661.05908       1.80123615       106.249481       3.00277686       125.895081    
           4  -7719.63232       11.9738245       7.23365881E-03   29.4298630       3653.57007       1.75392878       108.187424       3.06932044       132.003571    
           5  -7712.56934       11.9794302       8.21165368E-03   29.4692898       3664.72656       1.74538898       108.562088       3.08094954       133.024780    
           6  -7705.54834       11.9907351       1.90322369E-03   29.5059242       3676.14990       1.74000466       108.694847       3.08412242       132.643661    
           7  -7703.46387       12.0381374       6.00666681E-04   29.5180359       3702.49390       1.79306650       106.451508       3.02522111       127.987091    
           8  -7696.68311       12.0453053       2.95187533E-03   29.5479755       3714.06030       1.78402078       106.817368       3.04013300       129.604324    
           9  -7689.85107       12.0589523       1.24481111E-03   29.6002674       3723.17041       1.77833498       107.208687       3.04684162       129.668274    
          10  -7682.95947       12.0571709       1.09263631E-02   29.6065655       3731.85864       1.77099013       107.299431       3.06017089       131.738495    
          11  -7676.32861       12.0688515       5.85493259E-03   29.6343784       3742.11182       1.76660466       107.520615       3.06731415       132.543701    
          12  -7669.33984       12.0817327       8.55693687E-03   29.6840553       3770.47632       1.76380539       107.721451       3.07235885       132.380798    
          13  -7662.60840       12.0958052       1.21283606E-02   29.6789074       3761.84668       1.76084256       107.911491       3.07677865       132.787262    
          14  -7655.57275       12.0971584       2.12278422E-02   29.7351742       3789.44019       1.75762224       107.934914       3.08461785       133.601013    
          15  -7648.89551       12.1005936       5.01624346E-02   29.6095352       3787.18066       1.75403392       108.042458       3.09022427       134.972549    
          16  -7641.89014       12.1031275       5.48657142E-02   29.6224117       3790.31421       1.75261652       108.114151       3.15328526       136.608475    
          17  -7634.42871       12.1154871       9.15281102E-03   29.7898808       3800.01685       1.74974370       108.138672       3.09984112       134.782120    
          18  -7627.74512       12.1267891       2.73012202E-02   29.7368221       3812.58179       1.74850798       108.238037       3.10399103       135.442474    
          19  -7620.28369       12.1281528       3.42996232E-02   29.8258629       3773.21997       1.74613869       108.383141       3.10866690       135.283463    
          20  -7613.28906       12.1271172       1.27865029E-02   29.8370323       3790.32617       1.74492586       108.401947       3.11463094       135.935181    
          21  -7606.28223       12.1571817       1.46973673E-02   29.8916206       3847.39917       1.74308062       108.440811       3.11441827       135.795395    
          22  -7599.11133       12.1551523       2.61454917E-02   29.9018536       3859.49536       1.74141777       108.545166       3.11931586       136.122437    
          23  -7592.21094       12.1533222       3.09039047E-03   29.9060307       3829.18359       1.74101949       108.579185       3.12469864       136.718124    
          24  -7585.55713       12.1847000       3.69938090E-02   29.8344765       3869.17139       1.74057591       108.551575       3.12433648       136.512756    
          25  -7578.31934       12.1736383       6.12157173E-02   29.8257160       3865.86353       1.74037588       108.543365       3.12486458       136.160629    
          26  -7570.82861       12.1786518       2.62010284E-02   29.9039173       3853.90894       1.73884952       108.573219       3.12926412       135.857437    
          27  -7563.91016       12.2030621       6.17622817E-03   29.9381504       3862.54834       1.73801947       108.652298       3.13032007       136.279785    
          28  -7556.86523       12.1934328       3.75592709E-02   29.9225254       3879.19385       1.73729420       108.688728       3.13260078       136.098404    
          29  -7549.48096       12.2181044       1.76761039E-02   30.0309601       3886.94678       1.73526502       108.732384       3.13923407       136.776001    
          30  -7542.65674       12.2096796       2.53196247E-02   29.9541416       3873.35132       1.73587072       108.761490       3.13662791       136.220825    
          31  -7535.35303       12.2039347       1.70626491E-02   29.9665966       3870.33594       1.73533785       108.764618       3.14104939       136.160538    
          32  -7528.38428       12.1987238       3.28562483E-02   29.9341335       3872.60352       1.73504663       108.798782       3.14158678       136.121979    
          33  -7521.14502       12.2276793       5.67598548E-03   30.0496426       3896.28003       1.73390782       108.851730       3.14302039       136.432297    
          34  -7514.10791       12.2069349       3.41142453E-02   29.9377632       3890.25122       1.73423314       108.830879       3.14646077       136.164017    
          35  -7506.89893       12.2435369       5.70220314E-03   29.9120255       3884.70801       1.73344231       108.871658       3.14723325       136.512985    
          36  -7499.50244       12.2575035       2.36840211E-02   30.0305424       3923.16333       1.73229158       108.891060       3.15177727       136.593689    
          37  -7492.46973       12.2474632       2.51944438E-02   29.9800415       3917.67432       1.73230791       108.907097       3.15256333       136.458527    
          38  -7485.01807       12.2785635       4.36210027E-03   30.0636978       3923.50659       1.73128068       108.928215       3.15442181       136.363159    
          39  -7477.97754       12.2665424       1.09675992E-02   30.0230484       3919.25317       1.73130560       108.932449       3.15785933       136.398621    
          40  -7470.70605       12.2994251       4.77733426E-02   30.0422878       3958.57349       1.73076141       108.939247       3.16073799       136.437500    
          41  -7463.49463       12.3035564       2.67097391E-02   30.0482903       3949.35010       1.73038375       108.949532       3.16284823       136.393280    
          42  -7456.10693       12.3300591       5.17041460E-02   30.1267452       3998.39722       1.72965133       108.987572       3.16465235       136.444397    
          43  -7448.91602       12.3473854       8.31370335E-03   30.1096573       3963.76831       1.72940934       108.986992       3.16799545       136.495712    
          44  -7441.72461       12.3521290       2.74788346E-02   30.0877476       3993.46216       1.72919154       109.002792       3.16994905       136.458664    
          45  -7434.43555       12.3703184       3.58792208E-02   30.1220150       4017.14771       1.72876334       109.014648       3.17232537       136.476303    
