          46  -7427.44678       12.3908482       2.73571238E-02   30.2113628       4038.01050       1.72844863       109.026321       3.17561007       137.134796    
          47  -7420.05859       12.4177094       2.10393202E-02   30.2408333       4056.88257       1.72787797       109.047684       3.17814016       137.136307    
          48  -7412.91553       12.4128323       1.48257986E-02   30.2038250       4047.38330       1.72796094       109.056496       3.17935205       136.902588    
          49  -7405.49805       12.4272728       4.76132631E-02   30.2337093       4066.65576       1.72753131       109.063980       3.18255138       136.895691    
          50  -7398.50439       12.4482574       6.68205461E-03   30.2957058       4064.62378       1.72723305       109.072868       3.18762159       137.812256    
          51  -7391.10107       12.4651337       2.83378754E-02   30.3155003       4098.94727       1.72683430       109.083916       3.19051361       137.790619    
          52  -7383.90088       12.4844513       5.40597588E-02   30.3457012       4145.59912       1.72653568       109.093521       3.19393563       138.169479    
          53  -7376.68066       12.5020666       6.48860913E-03   30.3742466       4116.79443       1.72626030       109.102356       3.19686460       138.468842    
          54  -7369.39648       12.5205593       4.45764996E-02   30.3785896       4145.85986       1.72605753       109.112877       3.19954920       138.494110    
          55  -7362.07227       12.5364075       3.65837105E-02   30.4248295       4167.46240       1.72570515       109.119644       3.20218110       138.604874    
          56  -7354.67627       12.5547962       5.89343868E-02   30.4618855       4201.97559       1.72535050       109.128792       3.20539403       138.569672    
          57  -7347.31201       12.5737419       4.83141048E-03   30.4688072       4170.37500       1.72513163       109.136719       3.20801878       138.446365    
          58  -7339.89551       12.5931702       2.96309814E-02   30.5058270       4206.77051       1.72475719       109.145012       3.21108913       138.404999    
          59  -7332.51221       12.6134872       2.90968325E-02   30.5274811       4221.76465       1.72448337       109.153030       3.21398878       138.330505    
