          17  -7634.43164       12.1155443       9.13824327E-03   29.7898178       3800.01685       1.65027118       109.064865       3.10751987       142.320404    
          18  -7627.74512       12.1267891       2.73012202E-02   29.7368221       3812.58179       1.65192282       109.073204       3.10877180       141.980988    
          19  -7620.28369       12.1281528       3.42996232E-02   29.8258629       3773.21997       1.65315008       109.096909       3.11197519       142.204208    
          20  -7613.28906       12.1271172       1.27865029E-02   29.8370323       3790.32617       1.65523601       109.084824       3.11467290       141.952148    
          21  -7606.28223       12.1571817       1.46973673E-02   29.8916206       3847.39917       1.65671945       109.084007       3.11689615       141.985245    
          22  -7599.11133       12.1551523       2.61454917E-02   29.9018536       3859.49536       1.65828907       109.103416       3.11947131       141.910614    
          23  -7592.21094       12.1533222       3.09039047E-03   29.9060307       3829.18359       1.66002357       109.102440       3.12166786       141.694794    
          24  -7585.55713       12.1847000       3.69938090E-02   29.8344765       3869.17139       1.66240942       109.080460       3.12258816       141.271454    
          25  -7578.31934       12.1736383       6.12157173E-02   29.8257160       3865.86353       1.66447854       109.064735       3.12442970       141.029343    
          26  -7570.82861       12.1786518       2.62010284E-02   29.9039173       3853.90894       1.66616380       109.064316       3.12752128       141.123611    
          27  -7563.91016       12.2030621       6.17622817E-03   29.9381504       3862.54834       1.66743362       109.084442       3.12953973       141.166245    
          28  -7556.86523       12.1934328       3.75592709E-02   29.9225254       3879.19385       1.66924131       109.090179       3.13074231       140.736816    
          29  -7549.48096       12.2181044       1.76761039E-02   30.0309601       3886.94678       1.67022634       109.098190       3.13650656       141.276886    
          30  -7542.65674       12.2096796       2.53196247E-02   29.9541416       3873.35132       1.67258179       109.103905       3.13449764       140.450165    
          31  -7535.35303       12.2039347       1.70626491E-02   29.9665966       3870.33594       1.67462564       109.092720       3.13718724       140.295700    
          32  -7528.38428       12.1987238       3.28562483E-02   29.9341335       3872.60352       1.67650139       109.099190       3.13776731       139.875549    
          33  -7521.14502       12.2276793       5.67598548E-03   30.0496426       3896.28003       1.67767715       109.119827       3.14066958       140.114624    
          34  -7514.10791       12.2069349       3.41142453E-02   29.9377632       3890.25122       1.68018949       109.095840       3.14211631       139.568695    
          35  -7506.89893       12.2435369       5.70220314E-03   29.9120255       3884.70801       1.68162966       109.109367       3.14477324       139.515533    
          36  -7499.50244       12.2575035       2.36840211E-02   30.0305424       3923.16333       1.68315709       109.113945       3.14784646       139.646835    
          37  -7492.46973       12.2474632       2.51944438E-02   29.9800415       3917.67432       1.68513060       109.113403       3.14923835       139.243103    
          38  -7485.01807       12.2785635       4.36210027E-03   30.0636978       3923.50659       1.68645823       109.119377       3.15224361       139.425476    
          39  -7477.97754       12.2665424       1.09675992E-02   30.0230484       3919.25317       1.68859661       109.113770       3.15448880       139.149170    
          40  -7470.70605       12.2994251       4.77733426E-02   30.0422878       3958.57349       1.69011581       109.110992       3.15828276       139.360306    
          41  -7463.49463       12.3035564       2.67097391E-02   30.0482903       3949.35010       1.69186497       109.109947       3.16065097       139.189331    
          42  -7456.10693       12.3300591       5.17041460E-02   30.1267452       3998.39722       1.69323635       109.129242       3.16324544       139.365280    
          43  -7448.91602       12.3473854       8.31370335E-03   30.1096573       3963.76831       1.69500649       109.121101       3.16678476       139.376068    
          44  -7441.72461       12.3521290       2.74788346E-02   30.0877476       3993.46216       1.69682229       109.125031       3.16864705       139.101456    
          45  -7434.43555       12.3703184       3.58792208E-02   30.1220150       4017.14771       1.69841278       109.126999       3.17180824       139.194077    
          46  -7427.44678       12.3908482       2.73571238E-02   30.2113628       4038.01050       1.69997334       109.127861       3.17596865       139.316666    
          47  -7420.05859       12.4177094       2.10393202E-02   30.2408333       4056.88257       1.70141196       109.138321       3.17872238       139.494659    
          48  -7412.91553       12.4128323       1.48257986E-02   30.2038250       4047.38330       1.70339394       109.138885       3.18005395       139.096329    
          49  -7405.49805       12.4272728       4.76132631E-02   30.2337093       4066.65576       1.70507097       109.138458       3.18312764       139.114334    
          50  -7398.50439       12.4482574       6.68205461E-03   30.2957058       4064.62378       1.70674050       109.138390       3.18771744       139.116531    
          51  -7391.10107       12.4651337       2.83378754E-02   30.3155003       4098.94727       1.70840192       109.141495       3.19051433       139.102554    
          52  -7383.90088       12.4844513       5.40597588E-02   30.3457012       4145.59912       1.71014500       109.143112       3.19382644       139.024750    
          53  -7376.68066       12.5020666       6.48860913E-03   30.3742466       4116.79443       1.71193087       109.144386       3.19672561       138.883636    
          54  -7369.39648       12.5205593       4.45764996E-02   30.3785896       4145.85986       1.71375287       109.147903       3.19932985       138.725357    
          55  -7362.07227       12.5364075       3.65837105E-02   30.4248295       4167.46240       1.71552873       109.147743       3.20218110       138.604874    
          56  -7354.67627       12.5547962       5.89343868E-02   30.4618855       4201.97559       1.71724319       109.150452       3.20539403       138.569672    
          57  -7347.31201       12.5737419       4.83141048E-03   30.4688072       4170.37500       1.71904969       109.153084       3.20801878       138.446365    
          58  -7339.89551       12.5931702       2.96309814E-02   30.5058270       4206.77051       1.72074294       109.155418       3.21108913       138.404999    
          59  -7332.51221       12.6134872       2.90968325E-02   30.5274811       4221.76465       1.72248852       109.158096       3.21398878       138.330505    
