0 -7596.0151367188 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 24_1 .4811024051115075905630601492981463149921
.2714843750 -7595.7436523438 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 24 25 27 24_78 .0004247908124919729141005568167378210798
.2739257813 -7595.7412109375 1 2 3 4 5 6 7 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 25 33 24_79 .0003987590241476587875506826711953667256
.2749023438 -7595.7402343750 1 2 3 4 5 6 7 8 9 10 11 12 14 15 16 17 18 19 20 21 22 23 35 38 24_80 .0003887985964733099242923687082172328379
.2788085938 -7595.7363281250 1 2 3 4 5 6 7 8 9 10 11 12 13 14 16 17 18 19 20 21 22 23 24 48 24_81 .0003513834838642527540404097926654830493
.2792968750 -7595.7358398438 1 2 3 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 24 25 27 24_82 .0003469672044691162506747346504648882346
.2822265626 -7595.7329101562 1 2 3 4 5 6 7 8 9 10 11 12 13 15 16 17 18 19 20 22 23 24 29 44 24_83 .0003216110173119740313771343901225194141
.2841796876 -7595.7309570312 1 2 3 4 5 6 7 8 10 11 12 13 15 16 17 18 19 20 21 22 23 24 32 35 24_84 .0003057449170906989094163775320790298723
.2856445313 -7595.7294921875 1 2 3 4 5 7 8 9 10 11 12 13 14 15 16 17 18 20 21 22 23 24 28 37 24_85 .0002943611509194465823741478396124293639
.2861328126 -7595.7290039062 1 2 3 4 5 6 7 9 10 11 12 13 14 15 16 17 18 20 21 22 23 24 34 35 24_86 .0002906615423442397091135715383629468894
.2885742188 -7595.7265625000 1 2 3 4 5 6 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 24 27 32 24_87 .0002728493881558646392931538271600868489
.2890625000 -7595.7260742188 1 3 4 5 6 7 9 10 11 12 13 14 15 16 17 18 19 20 21 22 24 25 27 28 24_88 .0002694201457861411461931108996665976483
.2895507813 -7595.7255859375 1 2 3 4 5 6 7 8 9 10 11 12 13 15 16 17 18 20 21 22 23 24 30 36 24_89 .0002660340023410210421760020499896166973
.2910156250 -7595.7241210938 1 2 3 5 6 7 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 34 37 24_90 .0002561287882001946695879111077781756360
.2915039063 -7595.7236328125 1 2 4 5 6 7 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 28 34 24_91 .0002529096940424805823445083855729518408
.2919921876 -7595.7231445312 1 2 3 4 5 6 7 8 9 10 11 12 14 15 16 17 18 19 20 21 22 23 26 38 24_92 .0002497310583090968730198279207390396510
.2924804688 -7595.7226562500 1 2 3 4 5 6 7 8 9 10 11 12 15 16 17 18 19 20 21 22 23 24 29 37 24_93 .0002465923731466429511443007452438124713
.2934570313 -7595.7216796875 1 3 4 5 6 7 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 34 42 24_94 .0002404328498530367450359169671562892050
.2944335938 -7595.7207031250 1 2 3 4 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 27 46 24_95 .0002344271826042073801832106277751126197
.2978515626 -7595.7172851562 1 2 3 4 5 6 7 8 9 10 11 12 13 14 16 17 18 20 21 22 23 24 28 39 24_96 .0002145643382374954061242338234561955313
.2983398438 -7595.7167968750 1 2 3 4 5 6 7 8 9 10 11 12 13 15 16 17 18 20 21 22 23 24 26 36 24_97 .0002118676375973041898009295961242863048
.3007812500 -7595.7143554688 1 2 3 4 5 7 8 9 10 11 13 14 15 16 17 18 19 20 21 22 23 24 29 30 24_98 .0001988840863576960983504456513651144761
.3017578126 -7595.7133789062 1 2 3 4 5 6 7 8 9 10 11 12 13 15 16 17 18 20 21 22 23 24 26 29 24_99 .0001939162470410169717665395385841349369
.3046875000 -7595.7104492188 1 2 3 4 5 6 7 9 10 11 12 13 14 15 16 17 18 19 20 22 23 24 34 42 24_100 .0001797449470842510217474062681021078443
.3051757813 -7595.7099609375 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 23 24 29 34 24_101 .0001774858651860253366658058570764518975
.3056640626 -7595.7094726562 1 2 3 4 5 6 7 8 9 10 11 12 14 15 16 17 18 20 21 22 23 24 26 40 24_102 .0001752551760248733610746890351672276753
.3066406250 -7595.7084960938 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 20 22 23 24 28 34 24_103 .0001708775538943587618600930187045202441
.3090820313 -7595.7060546875 1 2 3 4 5 7 8 9 10 11 12 13 14 16 17 18 19 20 21 22 23 24 39 48 24_104 .0001604059330754500807769319109366644116
.3095703126 -7595.7055664062 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 21 22 24 42 44 24_105 .0001583899090054722032679851530437796328
.3105468750 -7595.7045898438 1 2 3 4 5 6 7 8 9 10 11 12 14 15 16 18 19 20 21 22 23 24 25 44 24_106 .0001544335569784476721443327389028373786
.3110351563 -7595.7041015625 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19 21 22 23 24 30 42 24_107 .0001524925953063229583511769161362072764
.3120117188 -7595.7031250000 1 2 3 4 6 7 8 9 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 36 24_108 .0001486835493049967497412137110171253445
.3125000000 -7595.7026367188 1 2 3 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 24 27 42 24_109 .0001468148556260272238377510444685221711
.3129882813 -7595.7021484375 1 2 3 4 5 6 7 9 10 12 14 15 16 17 18 19 20 21 22 23 24 25 28 37 24_110 .0001449696478017432130212081260616547717
.3159179688 -7595.6992187500 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 22 23 24 28 34 24_111 .0001343753398854634039037104028138459234
.3164062500 -7595.6987304688 1 2 3 4 5 6 7 8 10 11 12 13 15 16 17 18 19 20 21 22 23 24 37 39 24_112 .0001326864755193172276555738849684990663
.3212890626 -7595.6938476562 1 2 3 4 5 6 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 24 27 48 24_113 .0001169223342557198265457593906251593468
.3217773438 -7595.6933593750 1 2 3 4 5 6 7 8 9 10 11 12 15 16 17 18 19 20 21 22 23 24 31 38 24_114 .0001154528238224853481226472341739711698
.3271484376 -7595.6879882812 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 22 23 24 29 30 24_115 .0001004575219623290053311859347840407947
.3305664063 -7595.6845703125 1 2 3 4 5 6 7 8 9 10 11 12 13 14 16 17 18 19 20 22 23 24 29 34 24_116 .0000919458295629904892611383348446997911
.3310546876 -7595.6840820312 1 2 3 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 38 47 24_117 .0000907902301286111993998964381954969306
.3315429688 -7595.6835937500 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 20 21 22 23 24 30 33 24_118 .0000896491548049013780114642167431712612
.3320312500 -7595.6831054688 1 2 3 4 5 6 7 9 10 12 14 15 16 17 18 19 20 21 22 23 24 25 31 37 24_119 .0000885224208138716810997810388524316276
.3330078126 -7595.6821289062 1 2 3 4 5 6 7 9 10 11 12 13 14 16 17 18 19 20 21 22 24 27 37 39 24_120 .0000863112576656254108886543853747091810
.3334960938 -7595.6816406250 1 2 3 4 5 6 7 8 9 10 11 12 13 14 16 17 19 20 21 22 23 24 32 47 24_121 .0000852264752375922387144783055065294396
.3339843750 -7595.6811523438 1 2 3 4 5 6 8 9 10 11 12 13 14 15 16 17 18 19 20 22 23 24 29 44 24_122 .0000841553266384244545328184411638938717
.3344726563 -7595.6806640625 1 2 3 4 5 6 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 24 39 48 24_123 .0000830976402993529961096780549673776974
.3354492188 -7595.6796875000 1 2 3 4 5 6 7 8 10 11 12 13 15 16 17 18 19 20 21 22 23 24 25 38 24_124 .0000810219806001651639472921935952024085
.3364257813 -7595.6787109375 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 17 18 19 20 22 23 24 29 34 24_125 .0000789981678989343371550058209519162193
.3369140626 -7595.6782226562 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 17 18 19 20 21 22 23 28 48 24_126 .0000780052980909734732162648748481881421
.3378906250 -7595.6772460938 1 2 3 4 5 6 7 8 9 10 11 12 13 14 16 17 19 20 21 22 23 24 32 37 24_127 .0000760568379828853164195816080762770722
.3383789063 -7595.6767578125 1 2 3 4 5 6 7 9 10 11 12 13 14 15 16 18 19 20 21 22 23 24 37 39 24_128 .0000751009355850121556674837689578035042
.3393554688 -7595.6757812500 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 40 44 24_129 .0000732250220836955025831060654225218213
.3398437500 -7595.6752929688 1 2 3 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 36 46 24_130 .0000723047108821548815489287666403502112
.3413085938 -7595.6738281250 1 2 3 4 5 6 7 8 9 10 11 12 13 15 16 17 18 19 20 21 22 23 31 38 24_131 .0000696125975194026249814832997190594964
.3417968750 -7595.6733398438 1 2 3 4 5 6 7 9 10 11 12 13 14 16 17 18 19 20 21 22 23 24 32 47 24_132 .0000687376882132337704201623060992382931
.3422851563 -7595.6728515625 1 2 3 5 6 7 8 9 10 11 12 13 14 15 16 17 19 20 21 22 23 24 27 34 24_133 .0000678737748199097741718389068240857743
.3432617188 -7595.6718750000 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 28 35 24_134 .0000661783854139300534396285206790799750
.3437500000 -7595.6713867188 1 2 3 4 5 6 7 8 9 10 11 12 13 14 16 17 18 19 20 21 22 23 38 47 24_135 .0000653466381824072172401491872387206587
.3447265626 -7595.6704101562 1 2 3 4 5 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 23 24 28 46 24_136 .0000637143728547956704151962301212042496
.3461914063 -7595.6689453125 1 2 3 5 6 7 8 9 10 11 12 13 14 15 16 18 19 20 21 22 23 24 27 37 24_137 .0000613421027636732129414916081632885192
.3466796876 -7595.6684570312 1 2 3 4 5 6 7 8 9 10 11 12 15 16 17 18 19 20 21 22 23 24 35 44 24_138 .0000605711390386814920713041163698274885
.3471679688 -7595.6679687500 1 2 3 4 5 7 8 9 10 11 13 14 15 16 17 18 19 20 21 22 23 24 32 45 24_139 .0000598098651440330509955608684179179158
.3476562500 -7595.6674804688 1 2 3 4 5 7 8 9 10 11 12 13 14 15 16 17 18 19 20 22 24 27 29 36 24_140 .0000590581591385125179410701415300950087
.3481445313 -7595.6669921875 1 2 3 4 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 43 46 24_141 .0000583159006193352894944200179032766128
.3486328126 -7595.6665039062 1 2 3 4 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 31 37 24_142 .0000575829710009793515059997611081927792
.3496093750 -7595.6655273438 1 2 3 4 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 30 38 24_143 .0000561446312388550575665983784688305185
.3520507813 -7595.6630859375 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 17 18 19 20 21 22 23 28 40 24_144 .0000527040079624110547543664589145116507
.3525390626 -7595.6625976562 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19 20 21 22 23 24 28 34 24_145 .0000520416100909648132692264697370437384
.3535156250 -7595.6616210938 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 21 22 23 24 42 44 24_146 .0000507416855511641402274813577901391522
.3544921876 -7595.6606445312 2 4 5 6 7 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 32 33 24_147 .0000494742309996608146921634348516801702
.3549804688 -7595.6601562500 1 2 3 4 5 7 8 9 11 12 13 14 15 16 17 18 19 20 21 22 23 24 32 45 24_148 .0000488524259433980279333214081645123351
.3564453126 -7595.6586914062 1 2 3 4 5 7 8 9 10 11 12 13 14 15 16 17 18 19 21 22 23 24 27 30 24_149 .0000470335089312072546974032321674271839
.3583984376 -7595.6567382812 1 2 3 4 5 6 7 8 9 10 11 14 15 16 17 18 19 20 22 23 24 29 30 32 24_150 .0000447131954895290571178383475906879187
.3593750000 -7595.6557617188 1 2 3 4 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 26 41 24_151 .0000435963242019546027337448318039579601
.3613281250 -7595.6538085938 1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 23 24 34 37 24_152 .0000414455780774944542235167479903204714
.3618164063 -7595.6533203125 1 2 3 4 6 7 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 37 39 24_153 .0000409246791219734361991695635679914532
.3623046876 -7595.6528320312 1 3 4 5 6 7 9 10 11 12 13 14 15 16 17 19 20 21 22 23 24 28 30 34 24_154 .0000404103269618995837849634075177048618
.3627929688 -7595.6523437500 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 20 21 22 23 24 30 33 24_155 .0000399024394187801394948538888084591485
.3632812500 -7595.6518554688 1 2 3 4 5 6 8 9 10 11 12 14 15 16 17 18 19 20 21 22 23 24 28 35 24_156 .0000394009351389463179707037958084566407
.3637695313 -7595.6513671875 1 2 3 4 5 6 7 8 10 11 12 13 14 15 17 18 19 20 21 22 23 24 35 44 24_157 .0000389057337951008260259780100516971472
.3642578126 -7595.6508789062 1 2 3 4 5 7 8 9 10 11 12 14 15 17 18 19 20 21 22 23 24 26 28 46 24_158 .0000384167562723418540869090001681397867
.3657226563 -7595.6494140625 1 2 3 4 5 7 8 9 10 11 12 13 14 16 17 18 19 20 21 22 23 24 29 39 24_159 .0000369863894992039767314689317847631343
.3686523438 -7595.6464843750 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 22 23 28 48 24_160 .0000342834430203527445089642268349584903
.3696289063 -7595.6455078125 1 2 3 4 6 7 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 35 37 24_161 .0000334270918559827663122106059557797984
.3701171876 -7595.6450195312 1 2 3 4 5 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 23 24 39 46 24_162 .0000330069713499705316292490148761088034
.3720703126 -7595.6430664062 1 2 3 4 5 6 7 9 10 11 12 13 14 16 17 18 19 20 21 22 24 27 28 34 24_163 .0000313786318738654906377840241647037583
.3730468750 -7595.6420898438 1 2 3 4 5 6 7 8 9 10 11 12 13 14 16 17 18 19 20 22 23 24 32 37 24_164 .0000305948387989219649092443503946987680
