   0.0010017	        11.9
    0.013873	      11.897
    0.026736	      11.898
    0.040768	        11.9
     0.10507	      11.913
     0.24879	      12.001
     0.26515	      12.007
     0.27098	      12.021
     0.45914	      12.102
     0.57949	      12.173
     0.73839	      12.275
     0.89851	      12.345
     0.99894	      12.435
