           0	     0.0
   0.0073529	    0.011967
    0.030882	    0.035918
    0.089706	     0.10576
     0.16029	     0.24932
     0.16618	     0.21547
         0.2	     0.26534
     0.20147	     0.27132
         0.4	     0.45697
     0.60147	     0.58287
     0.80147	     0.74064
     0.90147	     0.90219
         1.0	       1.0
